Schlüssel;Objektname;Lokalbezeichnung;Gemeinde;Postleitzahl;x-Koordinate;y-Koordinate;Parz Nr;Fassungseigentümer;OK Terrain;Schachtüberstand;Ordnungs-Nr;Lagegenauigkeit;Verwendungszweck;Verwendungsart;Fassungsart;Fassungszustand;Fassungsabdeckung;Schachttyp;Datenherkunft;Kontaktperson;Bemerkungen Objektdaten;Foto;Foto-Negativ-Nr 1;Foto-Negativ-Nr 2;Foto-Negativ-Nr 3;Fassung;Schutzzone;Anzahl Zuleitungen;Schloss;Aufgenommen durch;Erhebungsdatum;Alte Ordnungs-Nr;Feldbegehung;Objektbereinigung;WVA-Nutzung;WVA-Nutzung ergänzen;WVA-Nutzung streichen;WVA-Nutzung Lage neu
464;Quelle Au;Au;Hätzingen;8776;721270;202040;;Gde. Hätzingen;580;60;72120202;Geometeraufnahmen;Notwasser;WV Gemeinde Hätzingen (Notwasser);Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;Beat Aebli, Werkführer Gde.Hätzingen;Nur für Notfälle (abgeschrieben);;33;;;;provisorisch;1;ja;R. Brunner;16.04.1998;10;28.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
465;Quelle Gramis;Gramis;Hätzingen;8776;722585;203150;;Reto Tscholl;675;0;72220303;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Archiv AFU Glarus;Beat Aebli, Werkführer Gde.Hätzingen;;;23;;;;keine vorh.;1;nein;R. Brunner;16.04.1998;11;28.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
466;;Hoschet;Hätzingen;8776;;;;F. Oprecht/F. Hefti;600;;;aus Plan gelesen;Brauchwasser;Brunnen;;;;;Archiv AFU Glarus;Beat Aebli, Werkführer Gde.Hätzingen;Weidbrunnen --> nicht aufgenommen;;;;;;;;;;16.04.1998;12;;28.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
467;Quelle Egghaus;Geisgässli;Hätzingen;8776;722040;202680;;A. Hefti;580;0;72220208;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube/Reservoir;Archiv AFU Glarus;Beat Aebli, Werkführer Gde.Hätzingen;A. Hefti, Spenglerei/Sanitär;;26;;;;keine vorh.;1;nein;R. Brunner;16.04.1998;13;28.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
468;Quelle Rinderstampf;Rinderstampf;Hätzingen;8776;721805;202270;;R.+H. Hefti;610;0;72120203;aus Plan gelesen;Trinkwasser;Brunnen;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Beat Aebli, Werkführer Gde.Hätzingen;2 Stallbrunnen, Dorfbrunnen;;27;28;;;keine vorh.;1;nein;R. Brunner;16.04.1998;14;28.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
469;Quelle Damigen;Damigen;Hätzingen;8776;722405;202955;;Jakob Marti;600;0;72220209;aus Plan gelesen;Brauchwasser;Stallbrunnen;Sicker-/Zuleitung;sanierungsbedürftig;Holz;Brunnenstube;Archiv AFU Glarus;Jakob Marti, Nidfurn;2 Ställe;;24;25;;;keine vorh.;2;nein;R. Brunner;16.04.1998;15;28.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
470;Quelle Hätzigä;Hätzigä;Hätzingen;8776;721850;202120;;Schiesser/Zimmermann;670;0;72120204;aus Plan gelesen;Brauchwasser;Stallbrunnen;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;Archiv AFU Glarus;Beat Aebli, Werkführer Gde.Hätzingen;;;29;30;;;keine vorh.;;nein;R. Brunner;16.04.1998;16;28.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
471;Quelle Obzaunen;Obzaunen;Hätzingen;8776;721880;201800;;Hch. Rhyner;710;0;72120101;aus Plan gelesen;Brauchwasser;Stallbrunnen;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Beat Aebli, Werkführer Gde.Hätzingen;;;31;32;;;keine vorh.;1;nein;R. Brunner;16.04.1998;17;28.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
472;;Chämi;Hätzingen;8776;;;;Gde. Hätzingen;800;;;aus Plan gelesen;;;;;;;Archiv AFU Glarus;;Gemeinde unbekannt --> nicht aufgenommen;;;;;;;;;;16.04.1998;18;;28.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
473;Quelle Obere Rufi;;Diesbach;8777;;;;Gde. Diesbach;1180;;;aus Plan gelesen;im Moment ungenutzt;;Stollen;;;;Archiv AFU Glarus;;nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;1;;22.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
474;Quelle Alpeli 1;Alpeli;Diesbach;8777;721990;200160;;Gde. Diesbach;980;;72120001;im Feld eingemessen;Trinkwasser;WV Gemeinde;Stollen;gut;Türe;Brunnenstube;Archiv Lienert & Haering AG;Herr Schurter Präsident WV Diesbach, Paul Hunold Werkführer Diesbach;;;29;30;31;;provisorisch;1;ja;R. Brunner;16.04.1998;2;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
475;Quelle Alpeli 2;Alpeli;Diesbach;8777;721985;200160;;Gde. Diesbach;980;;72120002;im Feld eingemessen;Trinkwasser;WV Gemeinde;Stollen;gut;Türe;Brunnenstube;Archiv Lienert & Haering AG;Herr Schurter Präsident WV Diesbach;;;32;;;;provisorisch;1;ja;R. Brunner;16.04.1998;6;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
476;Quelle Alpeli 3;Alpeli;Diesbach;8777;721980;200160;;Gde. Diesbach;980;;72120003;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Türe;Brunnenstube;Archiv AFU Glarus;Herr Schurter Präsident WV Diesbach;;;33;;;;provisorisch;1;ja;R. Brunner;16.04.1998;7;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
477;Quelle Altenboden;Lattegg;Diesbach;8777;722880;200965;;Gde. Diesbach;1550;0;72220001;aus Plan gelesen;Trinkwasser;Ferienhäuser;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;Archiv AFU Glarus;"F. Dürst-Frey; W. Schurter Präsident WV Diesbach";Forsthütte Altenboden;;34;;;;keine vorh.;;nein;R. Brunner;16.04.1998;3;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
478;Quelle Ruesdili;Schwamm;Diesbach;8777;723420;199870;;Gde. Diesbach;1630;;72319901;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;unbekannt;gut;Türe mit 4 Kant;Brunnenstube;Archiv AFU Glarus;Paul Hunold, Werkführer Diesbach;"Ruesdili-Hütte; Alp Bodmen Sennhütte";;4;5;;;keine vorh.;;ja;R. Brunner;16.04.1998;4;03.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
479;Kalte Brünnen;Kalte Brünnen;Diesbach;8777;;;;Gde. Diesbach;1590;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;5;;22.07.1998;FALSCH;FALSCH;FALSCH;FALSCH
480;Quelle Bann;Bann;Betschwanden;8777;721500;200270;;Gde. Betschwanden;940;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;Thomas Zweifel, Werkführer Betschwanden;nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;1;;03.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
481;Quelle Tannenwäldli;Tannenwäldli;Betschwanden;8777;720590;201070;;Gde. Betschwanden;650;;;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;;;;;Archiv AFU Glarus;Thomas Zweifel, Werkführer Betschwanden;identisch Quelle Kyburz, Aufnahme mit P. Hunold, Diesbach;;;;;;keine vorh.;;;;16.04.1998;2;;03.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
482;Quelle Niederenberg;Niederenberg;Betschwanden;8777;721790;200490;;Gde. Betschwanden;1020;;;aus Plan gelesen;Brauchwasser;Vieh-Tränke;;;;;Archiv AFU Glarus;Thomas Zweifel, Werkführer Betschwanden;nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;3;;03.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
483;Quelle Schwändeli;Oberschwändeli;Betschwanden;8777;720295;201140;;Gde. Betschwanden;975;0;72020105;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Thomas Zweifel, Werkführer Betschwanden;;;27;28;;;keine vorh.;1;nein;R. Brunner;16.04.1998;4;03.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
484;Quelle Alplen;Alplen;Betschwanden;8777;719990;201260;92;Gde. Betschwanden;1200;;;aus Plan gelesen;im Moment ungenutzt;Vieh-Tränke;;;;;Archiv AFU Glarus;Thomas Zweifel, Werkführer Betschwanden;schlechte Qualität, nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;5;;03.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
485;Quelle Mettlen;Mettlen;Betschwanden;8777;721110;199960;;Gde. Betschwanden;840;0;72119901;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Bachwasserfassung;gut;Holz;Brunnenstube;Archiv AFU Glarus;Thomas Zweifel, Werkführer Betschwanden;Fassung überdeckt;;3;;;;keine vorh.;;nein;R. Brunner;16.04.1998;6;03.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
486;Quelle Schlatt;Schlatt;Betschwanden;8777;720300;200315;;Bohnenblust;630;40;72020001;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betonbretter;Brunnenstube;Archiv AFU Glarus;Thomas Zweifel, Werkführer Betschwanden;;;34;35;;;keine vorh.;1;nein;R. Brunner;16.04.1998;7;03.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
487;Quelle Schlatt;Schlatt;Betschwanden;8777;720400;200370;;Bohnenblust;610;0;72020002;aus Plan gelesen;Brauchwasser;Stallbrunnen;Wasseraustritt;sanierungsbedürftig;Holzfass;Brunnenstube;Archiv AFU Glarus;Thomas Zweifel, Werkführer Betschwanden;;;1;2;;;keine vorh.;1;nein;R. Brunner;16.04.1998;8;03.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
488;Quelle Zopfisol;Zopfisol;Betschwanden;8777;720270;200750;;Gde. Betschwanden/Fux/Kündig;815;0;72020003;aus Plan gelesen;im Moment ungenutzt;;Sicker-/Zuleitung;sanierungsbedürftig;Holz;Brunnenstube;Archiv AFU Glarus;Thomas Zweifel, Werkführer Betsch, gem. Angaben Th. Z. vom 11.2001 besteht keine Verwendung mehr;Häuser Fux + Kündig;;29;30;;;keine vorh.;2;nein;R. Brunner;16.04.1998;9;03.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
489;Quelle Schlettli;Schlettli;Betschwanden;8777;720500;200540;;E. Wanner-Herger, Adliswil;620;;;aus Plan gelesen;Brauchwasser;Vieh-Tränke;;schlecht;;Brunnenstube;Archiv AFU Glarus;Thomas Zweifel, Werkführer Betschwanden;nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;10;;03.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
490;Stelliboden;Stelliboden;Diesbach;8777;723170;201110;;Fam. Legler;1660;50;72320102;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;Gut;Blechkiste;Brunnenstube;Feldaufnahmen;;;;36;36;;;keine vorh.;1;nein;R. Brunner;22.07.1998;6;22.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
491;Quelle Obermargeln;Obermargglen;Betschwanden;8777;720176;200344;4;Gde. Betschwanden;675;;72020004;im Feld eingemessen;Trinkwasser;WV Gemeinde Betschwanden;Stollen;gut;Türe;Brunnenstube;Archiv Lienert & Haering AG;Thomas Zweifel, Werkführer Betschwanden;;;31;32;33;;provisorisch;;ja;R. Brunner;16.04.1998;1;03.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
492;Quelle a;;Rüti;8782;;;4;Gde. Betschwanden;;;;;im Moment ungenutzt;;nicht gefasst;;;;Archiv Lienert & Haering AG;Thomas Zweifel, Werkführer Betschwanden;nicht aufgenommen;;;;;;definitiv;;;;16.04.1998;2;;03.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
493;Quelle b;;Rüti;8782;;;4;Gde. Betschwanden;;;;;im Moment ungenutzt;;nicht gefasst;;;;Archiv Lienert & Haering AG;Thomas Zweifel, Werkführer Betschwanden;nicht aufgenommen;;;;;;definitiv;;;;16.04.1998;3;;03.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
494;Marglen Schacht C Q lV  (Q2?);Eggli;Rüti;8782;720126;200284;7;Gde. Rüti;715;20;72020006;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;E. Streiff, Werkführer Rüti;Schacht C;;27;28;;;provisorisch;1;ja;R. Brunner;16.04.1998;5;23.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
495;Marglen Schacht B Q ll (Stollen-Q Q1, zugedeckt);Eggli;Rüti;8782;720138;200296;8;Gde. Rüti;712;30;72020005;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;E. Streiff, Werkführer Rüti;Schacht B;;22;23;;;provisorisch;1;ja;R. Brunner;16.04.1998;4;23.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
496;Marglen Schacht D Q V + Vl (Q3?);Eggli;Rüti;8782;720118;200306;4;Gde. Rüti;718;20;72020007;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;E. Streiff, Werkführer Rüti;Schacht D;;29;30;;;provisorisch;2;ja;R. Brunner;16.04.1998;6;23.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
497;Marglen Q lll (Hintere-Stollen-Q4);Eggli;Rüti;8782;720132;200318;4;Gde. Rüti;714;;72020008;im Feld eingemessen;Trinkwasser;WV Gemeinde;Stollen;gut;Türe;Brunnenstube;Archiv Lienert & Haering AG;E. Streiff, Werkführer Rüti;;;24;25;26;;provisorisch;;ja;R. Brunner;16.04.1998;7;23.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
498;Maienegg;Maienegg;Rüti;8782;720600;199950;;Gde. Rüti;670;0;72019901;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;ab Fels;sanierungsbedürftig;Blech-Deckel;brunnenstube;Archiv AFU Glarus;E. Streiff, Werkführer Rüti;;;34;35;36;;keine vorh.;;nein;R. Brunner;16.04.1998;8;23.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
499;Quelle Stüssi Durnägeli;Fuchsloch;Rüti;8782;720365;198910;;F.+ P. Stüssi;800;0;72019801;aus Plan gelesen;Brauchwasser;Stallbrunnen;ab Fels;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;;Ställe Stüssi + Schindler;;34;35;;;keine vorh.;1;nein;R. Brunner;16.04.1998;9;26.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
500;Tschingelguet;Bergguetbad;Rüti;8782;719300;199325;;F. Kundert;720;0;71919901;aus Plan gelesen;Brauchwasser;Stallbrunnen;sicker-/Zuleitung;sanierungsbedürftig;Holz;Brunnenstube/Reservoir;Archiv AFU Glarus;;wird später ev. für Hausversorgung (Stall) genutzt;;20;21;;;keine vorh.;1;nein;R. Brunner;16.04.1998;10;23.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
501;Quelle Schlettli;Schlatt;Rüti;8782;720145;200020;;Egger;670;;72020009;aus Plan gelesen;Trinkwasser;Ferienhaus;Hohlgraben;sanierungsbedürftig;keine vorh.;kein Schacht;Archiv AFU Glarus;;;;31;32;;;keine vorh.;;nein;R. Brunner;16.04.1998;11;23.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
502;Quelle Restiberg;Restiberg;Rüti;8782;720425;198325;;Ferienheim Blaukreuz;1090;0;72019802;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;unbekannt;gut;Stahlblech-Deckel;Brunnenstube;Archiv AFU Glarus;;;;28;29;;;erforderlich;;ja;R. Brunner;16.04.1998;12;26.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
503;Tannenboden-Quelle;Looch;Braunwald;8784;718602;199560;;Stüssi Tannenboden;1180;0;71819902;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;Schacht nicht aufgebracht;;13;12;;;erforderlich;;nein;R. Brunner;16.04.1998;58;30.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
504;Quelle Alp Durnachtal;Heustafel;Linthal;8783;723095;196435;;Gde. Rüti;1930;0;72319601;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Eugen Streiff, Werkführer Gde.Rüti;Fassung überdeckt, 1994 neu gefasst;;22;23;;;keine vorh.;;nein;R. Brunner;16.04.1998;14;26.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
505;Hälsli;Alp Bodmen;Rüti;8782;721700;198855;;Gde. Rüti;1710;0;72119801;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;keine vorh.;Brunnenstube;Archiv AFU Glarus;E. Streiff, Werkführer Rüti;Alp Halsli (Mittelstafel Alp Bodmen) via Widder;;14;15;;;keine vorh.;;nein;R. Brunner;16.04.1998;15;23.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
507;Quelle Ober Stafel 1;;Braunwald;8784;717310;201445;;Braunwaldbahn AG;1780;0;71720101;im Feld eingemessen;Trinkwasser;Restaurant + Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Archiv Lienert & Haering AG;Balz Dürst, Werkführer Braunwald;;;35;36;;;provisorich;1;nein;R. Brunner;16.04.1998;1;02.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
508;Quelle Ober Stafel 2;;Braunwald;8784;717355;201455;;Braunwaldbahn AG;1780;0;71720102;im Feld eingemessen;Trinkwasser;Restaurant;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Archiv Lienert & Haering AG;Balz Dürst, Werkführer Braunwald;;;33;34;;;provisorich;1;nein;R. Brunner;16.04.1998;2;02.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
509;Quelle Obere Platten Nr. 1;Obere Platten;Braunwald;8784;717995;201685;;Gde. Braunwald;1800;0;71720105;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Archiv Lienert & Haering AG;Balz Dürst, Werkführer Braunwald;;;27;28;;;definitiv;1;nein;R. Brunner;16.04.1998;3;02.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
510;Quelle Kaltenbrunnen;untere Platten;Braunwald;8784;718145;201595;;Gde. Braunwald;1680;;71820101;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Türe;Brunnenstube;Archiv Lienert & Haering AG;Balz Dürst, Werkführer Braunwald;;;10;11;;;definitiv;1;ja;R. Brunner;16.04.1998;4;02.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
511;Alp-Quelle;Alp-Unterstafel, Ohren;Braunwald;8784;719130;201360;;Gde. Braunwald;1520;40;71920102;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;Gehört zur Versorgung von Kneugrat, befindet sich aber direkt oberhalb Unter-Stafel;;12;13;;;definitiv;1;ja;R. Brunner;16.04.1998;5;02.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
512;Priestloch-Quelle;Rietberg;Braunwald;8784;717920;199420;245;Streiff-Rietberg;1220;0;71719901;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;ab Fels;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;zusätzliche Ableitung zum Pumpenschacht der WV bei der Höhenklinik  --> Notwasserversorgung der WV;;9;10;;;erforderlich;;nein;R. Brunner;16.04.1998;6;30.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
513;Looch-Quelle;Unter-Looch;Braunwald;8784;718600;199560;155;Gredinger, Alpenblick;1180;0;71819901;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;Quelle für Gebiet Tannenboden, zusätzliche Ableitung zum Pumpenschacht der WV bei der Höhenklinik --> Notwasserversorgung der WV;;11;12;;;erforderlich;1;nein;R. Brunner;16.04.1998;7;30.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
514;Schwettiberg-Quelle 1;Sytli;Braunwald;8784;719212;200932;26;Gde. Braunwald;1445;0;71920001;aus Plan gelesen;Trinkwasser;WV Gemeinde Braunwald ???;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;;;21;22;;;erforderlich;1;nein;R. Brunner;16.04.1998;8;02.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
515;Hüttenquelle;Alp-Unterstafel;Braunwald;8784;;;;Hch. Zweifel;;;;;im Moment ungenutzt;;;;;;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;gemäss Gde. nicht mehr genutzt --> nicht aufgenommen;;;;;;;;;;16.04.1998;9;;02.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
516;Sitli-Obschräenquellen;Oberschräen;Braunwald;8784;719150;200895;30;Fritz Schuler;1440;0;71920002;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;sanierungsbedürftig;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;;;24;;;;keine vorh.;1;nein;R. Brunner;16.04.1998;10;02.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
517;Schwettiberg-Quelle 2;Schwettiberg;Braunwald;8784;719215;200930;;Gde. Braunwald;1445;0;71920003;aus Plan gelesen;Trinkwasser;WV Gemeinde Braunwald ???;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube/Sammelschacht;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;;;21;23;;;erforderlich;1;nein;R. Brunner;16.04.1998;11;02.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
518;Milzschwändiquellen;Milzschwandi;Braunwald;8784;;;;Alpkorporation;;;;;im Moment ungenutzt;;;;;;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;Bach, Gde. unbekannt --> nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;12;;02.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
519;Gyseneggquellen;Schindlerberg;Braunwald;8784;;;;Fam Schuler, Gysenegg;;;;;Brauchwasser;Brunnen;;;;;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;Weidbrunnen --> nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;13;;30.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
520;Spritzbachquellen;Unter Looch;Braunwald;8784;;;;Gredinger;;;;;im Moment ungenutzt;;;;;;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;gemäss Gde. ungenutzt --> nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;14;;30.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
521;Quelle Egglibrünnen 1;Egglibrünnen;Braunwald;8784;717585;199490;;J. Streiff, Tschudiberg;1220;30;71719902;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;wird gepumpt;;36;1;2;;keine vorh.;1;ja;R. Brunner;16.04.1998;15;30.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
522;Brächalpquellen;Brächalp-Unterstafel;Braunwald;8784;;;;Alpkorporation;1170;;;aus Plan gelesen;Brauchwasser;Viehtränke;;;;;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;Viehtränke --> nicht aufgenommen;;;;;;keine vorh.;;;;16.04.1998;16;;30.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
523;Quelle Schiesser Bräch ober Stafel;Brächalp ober Stafel;Braunwald;8784;716495;200180;;Schiesser + Kündig;1605;0;71620003;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;;;8;9;;;keine vorh.;0;nein;R. Brunner;16.04.1998;17;02.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
524;Heulochquellen;Heuloch;Braunwald;8784;;;;Alpkorporation Brächalp;;;;;im Moment ungenutzt;;;;;;Archiv AFU Glarus;Balz Dürst, Werkführer Braunwald;gemäss Gde. ungenutzt --> nicht aufgenommen;;;;;;;;;;16.04.1998;18;;02.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
525;Zilibachquellen;;Braunwald;;;;;Alpkorporation Brächalp;;;;;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;gemäss Gde. ungenutzt --> nicht aufgenommen;;;;;;;;;;16.04.1998;19;;02.09.1998;FALSCH;FALSCH;FALSCH;FALSCH
526;Quelle Oberbann/Wasserstein 1;Wasserstein;Linthal;8783;719065;196905;764;Wasserkorporation Auen;980;20;71919601;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;ab Fels;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;Peter Schiesser, WK Auen Linthal;Betonabdeckung;;32;31;;;definitiv;1;ja;R. Brunner;16.04.1998;3;31.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
527;Quelle Oberbann/Wasserstein 2;Wasserstein;Linthal;8783;719055;196900;764;Wasserkorporation Auen;980;10;71919602;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;Peter Schiesser, WK Auen Linthal;Betonabdeckung seit 1996;;33;34;;;definitiv;1;ja;R. Brunnger;16.04.1998;4;31.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
528;Quelle Oberbann/Wasserstein 3;Wasserstein;Linthal;8783;719050;196885;764;Wasserkorporation Auen;980;0;71919603;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;Peter Schiesser, WK Auen Linthal;;;29;30;;;definitiv;1;ja;R. Brunner;16.04.1998;5;31.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
529;Quelle im Wässerli 2;Im Wässerli;Linthal;8783;719670;195630;764;Wasserkorporation Auen;1220;0;71919501;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube/Sammelschacht;Archiv Lienert & Haering AG;Peter Schiesser, WK Auen Linthal;;;3;4;;;definitiv;1;ja;R. Brunner;16.04.1998;6;31.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
